,0
11906,23553_left
11907,23553_right
11908,23554_left
11909,23554_right
11910,23555_left
11911,23555_right
11912,23557_left
11913,23557_right
11914,2355_left
11915,2355_right
11916,23560_left
11917,23560_right
11918,23566_left
11919,23566_right
11920,23567_left
11921,23567_right
11922,2356_left
11923,2356_right
11924,23572_left
11925,23572_right
11926,23575_left
11927,23575_right
11928,23578_left
11929,23578_right
11930,2357_left
11931,2357_right
11932,23581_left
11933,23581_right
11934,23584_left
11935,23584_right
11936,23587_left
11937,23587_right
11938,2358_left
11939,2358_right
11940,23590_left
11941,23590_right
11942,23593_left
11943,23593_right
11944,23596_left
11945,23596_right
11946,23597_left
11947,23597_right
11948,23598_left
11949,23598_right
11950,2359_left
11951,2359_right
11952,23601_left
11953,23601_right
11954,23604_left
11955,23604_right
11956,23605_left
11957,23605_right
11958,23611_left
11959,23611_right
11960,23614_left
11961,23614_right
11962,23615_left
11963,23615_right
11964,2361_left
11965,2361_right
11966,23627_left
11967,23627_right
11968,23628_left
11969,23628_right
11970,2362_left
11971,2362_right
11972,23630_left
11973,23630_right
11974,23636_left
11975,23636_right
11976,23637_left
11977,23637_right
11978,2363_left
11979,2363_right
11980,23642_left
11981,23642_right
11982,23647_left
11983,23647_right
11984,23648_left
11985,23648_right
11986,23654_left
11987,23654_right
11988,23655_left
11989,23655_right
11990,23656_left
11991,23656_right
11992,23657_left
11993,23657_right
11994,23665_left
11995,23665_right
11996,23668_left
11997,23668_right
11998,23669_left
11999,23669_right
12000,23679_left
12001,23679_right
12002,23683_left
12003,23683_right
12004,23687_left
12005,23687_right
12006,2368_left
12007,2368_right
12008,23692_left
12009,23692_right
12010,23694_left
12011,23694_right
12012,23695_left
12013,23695_right
12014,23696_left
12015,23696_right
12016,23697_left
12017,23697_right
12018,2369_left
12019,2369_right
12020,236_left
12021,236_right
12022,23702_left
12023,23702_right
12024,23703_left
12025,23703_right
12026,23704_left
12027,23704_right
12028,23705_left
12029,23705_right
12030,23709_left
12031,23709_right
12032,23711_left
12033,23711_right
12034,23714_left
12035,23714_right
12036,23715_left
12037,23715_right
12038,23717_left
12039,23717_right
12040,23718_left
12041,23718_right
12042,23720_left
12043,23720_right
12044,23722_left
12045,23722_right
12046,23724_left
12047,23724_right
12048,23725_left
12049,23725_right
12050,2372_left
12051,2372_right
12052,23731_left
12053,23731_right
12054,23734_left
12055,23734_right
12056,23736_left
12057,23736_right
12058,23739_left
12059,23739_right
12060,23741_left
12061,23741_right
12062,23743_left
12063,23743_right
12064,23745_left
12065,23745_right
12066,23746_left
12067,23746_right
12068,23748_left
12069,23748_right
12070,23752_left
12071,23752_right
12072,23756_left
12073,23756_right
12074,23759_left
12075,23759_right
12076,23761_left
12077,23761_right
12078,23764_left
12079,23764_right
12080,23766_left
12081,23766_right
12082,23770_left
12083,23770_right
12084,23771_left
12085,23771_right
12086,23775_left
12087,23775_right
12088,23776_left
12089,23776_right
12090,23779_left
12091,23779_right
12092,23782_left
12093,23782_right
12094,23783_left
12095,23783_right
12096,23786_left
12097,23786_right
12098,23787_left
12099,23787_right
12100,23788_left
12101,23788_right
12102,2378_left
12103,2378_right
12104,23796_left
12105,23796_right
12106,23797_left
12107,23797_right
12108,23798_left
12109,23798_right
12110,2379_left
12111,2379_right
12112,23803_left
12113,23803_right
12114,23805_left
12115,23805_right
12116,23809_left
12117,23809_right
12118,23810_left
12119,23810_right
12120,23814_left
12121,23814_right
12122,23817_left
12123,23817_right
12124,23821_left
12125,23821_right
12126,23824_left
12127,23824_right
12128,23827_left
12129,23827_right
12130,23829_left
12131,23829_right
12132,2382_left
12133,2382_right
12134,23830_left
12135,23830_right
12136,23831_left
12137,23831_right
12138,23832_left
12139,23832_right
12140,23834_left
12141,23834_right
12142,23836_left
12143,23836_right
12144,23844_left
12145,23844_right
12146,23845_left
12147,23845_right
12148,23847_left
12149,23847_right
12150,23848_left
12151,23848_right
12152,2384_left
12153,2384_right
12154,23850_left
12155,23850_right
12156,23851_left
12157,23851_right
12158,23852_left
12159,23852_right
12160,23853_left
12161,23853_right
12162,23854_left
12163,23854_right
12164,23855_left
12165,23855_right
12166,23856_left
12167,23856_right
12168,23860_left
12169,23860_right
12170,23866_left
12171,23866_right
12172,23873_left
12173,23873_right
12174,23875_left
12175,23875_right
12176,23879_left
12177,23879_right
12178,23881_left
12179,23881_right
12180,23884_left
12181,23884_right
12182,23887_left
12183,23887_right
12184,23890_left
12185,23890_right
12186,23897_left
12187,23897_right
12188,23898_left
12189,23898_right
12190,2389_left
12191,2389_right
12192,23902_left
12193,23902_right
12194,23903_left
12195,23903_right
12196,23904_left
12197,23904_right
12198,23905_left
12199,23905_right
12200,23906_left
12201,23906_right
12202,23907_left
12203,23907_right
12204,23909_left
12205,23909_right
12206,23910_left
12207,23910_right
12208,23916_left
12209,23916_right
12210,23919_left
12211,23919_right
12212,23920_left
12213,23920_right
12214,23923_left
12215,23923_right
12216,23930_left
12217,23930_right
12218,23931_left
12219,23931_right
12220,23933_left
12221,23933_right
12222,23935_left
12223,23935_right
12224,23941_left
12225,23941_right
12226,23942_left
12227,23942_right
12228,23945_left
12229,23945_right
12230,23946_left
12231,23946_right
12232,23947_left
12233,23947_right
12234,23949_left
12235,23949_right
12236,23952_left
12237,23952_right
12238,23954_left
12239,23954_right
12240,23955_left
12241,23955_right
12242,23957_left
12243,23957_right
12244,23960_left
12245,23960_right
12246,23961_left
12247,23961_right
12248,23964_left
12249,23964_right
12250,23965_left
12251,23965_right
12252,23967_left
12253,23967_right
12254,23968_left
12255,23968_right
12256,23970_left
12257,23970_right
12258,23974_left
12259,23974_right
12260,23975_left
12261,23975_right
12262,23981_left
12263,23981_right
12264,23982_left
12265,23982_right
12266,23989_left
12267,23989_right
12268,23991_left
12269,23991_right
12270,23993_left
12271,23993_right
12272,23994_left
12273,23994_right
12274,23996_left
12275,23996_right
12276,23997_left
12277,23997_right
12278,23999_left
12279,23999_right
12280,2399_left
12281,2399_right
12282,239_left
12283,239_right
12284,23_left
12285,23_right
12286,24000_left
12287,24000_right
12288,24002_left
12289,24002_right
12290,24009_left
12291,24009_right
12292,24010_left
12293,24010_right
12294,24018_left
12295,24018_right
12296,24019_left
12297,24019_right
12298,2401_left
12299,2401_right
12300,24022_left
12301,24022_right
12302,24024_left
12303,24024_right
12304,24025_left
12305,24025_right
12306,24032_left
12307,24032_right
12308,24033_left
12309,24033_right
12310,24034_left
12311,24034_right
12312,24036_left
12313,24036_right
12314,24040_left
12315,24040_right
12316,24044_left
12317,24044_right
12318,24045_left
12319,24045_right
12320,2404_left
12321,2404_right
12322,24056_left
12323,24056_right
12324,24059_left
12325,24059_right
12326,2405_left
12327,2405_right
12328,24062_left
12329,24062_right
12330,24063_left
12331,24063_right
12332,24064_left
12333,24064_right
12334,24073_left
12335,24073_right
12336,24074_left
12337,24074_right
12338,24075_left
12339,24075_right
12340,24076_left
12341,24076_right
12342,2407_left
12343,2407_right
12344,24083_left
12345,24083_right
12346,24086_left
12347,24086_right
12348,24087_left
12349,24087_right
12350,24088_left
12351,24088_right
12352,24089_left
12353,24089_right
12354,2408_left
12355,2408_right
12356,24090_left
12357,24090_right
12358,24092_left
12359,24092_right
12360,24094_left
12361,24094_right
12362,24095_left
12363,24095_right
12364,240_left
12365,240_right
12366,24102_left
12367,24102_right
12368,24104_left
12369,24104_right
12370,24106_left
12371,24106_right
12372,24107_left
12373,24107_right
12374,24111_left
12375,24111_right
12376,24115_left
12377,24115_right
12378,24117_left
12379,24117_right
12380,24119_left
12381,24119_right
12382,24126_left
12383,24126_right
12384,24127_left
12385,24127_right
12386,24130_left
12387,24130_right
12388,24134_left
12389,24134_right
12390,24137_left
12391,24137_right
12392,24138_left
12393,24138_right
12394,2413_left
12395,2413_right
12396,24140_left
12397,24140_right
12398,24141_left
12399,24141_right
12400,24142_left
12401,24142_right
12402,24144_left
12403,24144_right
12404,24147_left
12405,24147_right
12406,24148_left
12407,24148_right
12408,24150_left
12409,24150_right
12410,24152_left
12411,24152_right
12412,24155_left
12413,24155_right
12414,24156_left
12415,24156_right
12416,24157_left
12417,24157_right
12418,24159_left
12419,24159_right
12420,24163_left
12421,24163_right
12422,24166_left
12423,24166_right
12424,24168_left
12425,24168_right
12426,24170_left
12427,24170_right
12428,24171_left
12429,24171_right
12430,24173_left
12431,24173_right
12432,24179_left
12433,24179_right
12434,24186_left
12435,24186_right
12436,2418_left
12437,2418_right
12438,24191_left
12439,24191_right
12440,24193_left
12441,24193_right
12442,24197_left
12443,24197_right
12444,24199_left
12445,24199_right
12446,241_left
12447,241_right
12448,24201_left
12449,24201_right
12450,24202_left
12451,24202_right
12452,24203_left
12453,24203_right
12454,24206_left
12455,24206_right
12456,24207_left
12457,24207_right
12458,24208_left
12459,24208_right
12460,24209_left
12461,24209_right
12462,24210_left
12463,24210_right
12464,24213_left
12465,24213_right
12466,24214_left
12467,24214_right
12468,24215_left
12469,24215_right
12470,24218_left
12471,24218_right
12472,2421_left
12473,2421_right
12474,24221_left
12475,24221_right
12476,24222_left
12477,24222_right
12478,24224_left
12479,24224_right
12480,24227_left
12481,24227_right
12482,24230_left
12483,24230_right
12484,24232_left
12485,24232_right
12486,24233_left
12487,24233_right
12488,24234_left
12489,24234_right
12490,24237_left
12491,24237_right
12492,24238_left
12493,24238_right
12494,2423_left
12495,2423_right
12496,24241_left
12497,24241_right
12498,24242_left
12499,24242_right
12500,24243_left
12501,24243_right
12502,24246_left
12503,24246_right
12504,24247_left
12505,24247_right
12506,24249_left
12507,24249_right
12508,2424_left
12509,2424_right
12510,24252_left
12511,24252_right
12512,24256_left
12513,24256_right
12514,24257_left
12515,24257_right
12516,24259_left
12517,24259_right
12518,2425_left
12519,2425_right
12520,24261_left
12521,24261_right
12522,24262_left
12523,24262_right
12524,24263_left
12525,24263_right
12526,24266_left
12527,24266_right
12528,24268_left
12529,24268_right
12530,24270_left
12531,24270_right
12532,24273_left
12533,24273_right
12534,24279_left
12535,24279_right
12536,24284_left
12537,24284_right
12538,24292_left
12539,24292_right
12540,24297_left
12541,24297_right
12542,24298_left
12543,24298_right
12544,24299_left
12545,24299_right
12546,242_left
12547,242_right
12548,24301_left
12549,24301_right
12550,24302_left
12551,24302_right
12552,24304_left
12553,24304_right
12554,24305_left
12555,24305_right
12556,2430_left
12557,2430_right
12558,24310_left
12559,24310_right
12560,24314_left
12561,24314_right
12562,24317_left
12563,24317_right
12564,24318_left
12565,24318_right
12566,24325_left
12567,24325_right
12568,24327_left
12569,24327_right
12570,24328_left
12571,24328_right
12572,2432_left
12573,2432_right
12574,24334_left
12575,24334_right
12576,24335_left
12577,24335_right
12578,24336_left
12579,24336_right
12580,24339_left
12581,24339_right
12582,2433_left
12583,2433_right
12584,24340_left
12585,24340_right
12586,24341_left
12587,24341_right
12588,24343_left
12589,24343_right
12590,24346_left
12591,24346_right
12592,24353_left
12593,24353_right
12594,24355_left
12595,24355_right
12596,2435_left
12597,2435_right
12598,24367_left
12599,24367_right
12600,24368_left
12601,24368_right
12602,24369_left
12603,24369_right
12604,2436_left
12605,2436_right
12606,24378_left
12607,24378_right
12608,2437_left
12609,2437_right
12610,24381_left
12611,24381_right
12612,24384_left
12613,24384_right
12614,24386_left
12615,24386_right
12616,24387_left
12617,24387_right
12618,24391_left
12619,24391_right
12620,24392_left
12621,24392_right
12622,24393_left
12623,24393_right
12624,24394_left
12625,24394_right
12626,24397_left
12627,24397_right
12628,24398_left
12629,24398_right
12630,2439_left
12631,2439_right
12632,24401_left
12633,24401_right
12634,24402_left
12635,24402_right
12636,24403_left
12637,24403_right
12638,24405_left
12639,24405_right
12640,24406_left
12641,24406_right
12642,24408_left
12643,24408_right
12644,24410_left
12645,24410_right
12646,24412_left
12647,24412_right
12648,24416_left
12649,24416_right
12650,24418_left
12651,24418_right
12652,24419_left
12653,24419_right
12654,2441_left
12655,2441_right
12656,24420_left
12657,24420_right
12658,24421_left
12659,24421_right
12660,24422_left
12661,24422_right
12662,24424_left
12663,24424_right
12664,24425_left
12665,24425_right
12666,24437_left
12667,24437_right
12668,24438_left
12669,24438_right
12670,2443_left
12671,2443_right
12672,24446_left
12673,24446_right
12674,24447_left
12675,24447_right
12676,24449_left
12677,24449_right
12678,24450_left
12679,24450_right
12680,24453_left
12681,24453_right
12682,24457_left
12683,24457_right
12684,24460_left
12685,24460_right
12686,24461_left
12687,24461_right
12688,24464_left
12689,24464_right
12690,24468_left
12691,24468_right
12692,24469_left
12693,24469_right
12694,24472_left
12695,24472_right
12696,24474_left
12697,24474_right
12698,24476_left
12699,24476_right
12700,24478_left
12701,24478_right
12702,2447_left
12703,2447_right
12704,24480_left
12705,24480_right
12706,24484_left
12707,24484_right
12708,24485_left
12709,24485_right
12710,24488_left
12711,24488_right
12712,2448_left
12713,2448_right
12714,24490_left
12715,24490_right
12716,24491_left
12717,24491_right
12718,24492_left
12719,24492_right
12720,244_left
12721,244_right
12722,24503_left
12723,24503_right
12724,24509_left
12725,24509_right
12726,2450_left
12727,2450_right
12728,24510_left
12729,24510_right
12730,24518_left
12731,24518_right
12732,2451_left
12733,2451_right
12734,24520_left
12735,24520_right
12736,24522_left
12737,24522_right
12738,24523_left
12739,24523_right
12740,24524_left
12741,24524_right
12742,24525_left
12743,24525_right
12744,24526_left
12745,24526_right
12746,24528_left
12747,24528_right
12748,24533_left
12749,24533_right
12750,24535_left
12751,24535_right
12752,24536_left
12753,24536_right
12754,2453_left
12755,2453_right
12756,24542_left
12757,24542_right
12758,24543_left
12759,24543_right
12760,24545_left
12761,24545_right
12762,24546_left
12763,24546_right
12764,24549_left
12765,24549_right
12766,24550_left
12767,24550_right
12768,24558_left
12769,24558_right
12770,24562_left
12771,24562_right
12772,24566_left
12773,24566_right
12774,24568_left
12775,24568_right
12776,24577_left
12777,24577_right
12778,24580_left
12779,24580_right
12780,24583_left
12781,24583_right
12782,24585_left
12783,24585_right
12784,24586_left
12785,24586_right
12786,24588_left
12787,24588_right
12788,24589_left
12789,24589_right
12790,2458_left
12791,2458_right
12792,24592_left
12793,24592_right
12794,24593_left
12795,24593_right
12796,24599_left
12797,24599_right
12798,24605_left
12799,24605_right
12800,24607_left
12801,24607_right
12802,24608_left
12803,24608_right
12804,24611_left
12805,24611_right
12806,24612_left
12807,24612_right
12808,24613_left
12809,24613_right
12810,24615_left
12811,24615_right
12812,24616_left
12813,24616_right
12814,24619_left
12815,24619_right
12816,24620_left
12817,24620_right
12818,24623_left
12819,24623_right
12820,24625_left
12821,24625_right
12822,24626_left
12823,24626_right
12824,2462_left
12825,2462_right
12826,24639_left
12827,24639_right
12828,24641_left
12829,24641_right
12830,24645_left
12831,24645_right
12832,24649_left
12833,24649_right
12834,24650_left
12835,24650_right
12836,24651_left
12837,24651_right
12838,24654_left
12839,24654_right
12840,24655_left
12841,24655_right
12842,24656_left
12843,24656_right
12844,24657_left
12845,24657_right
12846,24658_left
12847,24658_right
12848,2465_left
12849,2465_right
12850,24662_left
12851,24662_right
12852,24665_left
12853,24665_right
12854,24668_left
12855,24668_right
12856,24669_left
12857,24669_right
12858,24676_left
12859,24676_right
12860,24679_left
12861,24679_right
12862,24681_left
12863,24681_right
12864,24689_left
12865,24689_right
12866,2468_left
12867,2468_right
12868,24692_left
12869,24692_right
12870,24695_left
12871,24695_right
12872,24696_left
12873,24696_right
12874,24697_left
12875,24697_right
12876,24703_left
12877,24703_right
12878,24704_left
12879,24704_right
12880,24706_left
12881,24706_right
12882,24708_left
12883,24708_right
12884,2470_left
12885,2470_right
12886,24711_left
12887,24711_right
12888,24712_left
12889,24712_right
12890,24714_left
12891,24714_right
12892,24717_left
12893,24717_right
12894,24723_left
12895,24723_right
12896,24724_left
12897,24724_right
12898,24726_left
12899,24726_right
12900,24727_left
12901,24727_right
12902,24730_left
12903,24730_right
12904,24731_left
12905,24731_right
12906,24733_left
12907,24733_right
12908,24736_left
12909,24736_right
12910,24737_left
12911,24737_right
12912,24738_left
12913,24738_right
12914,24739_left
12915,24739_right
12916,24743_left
12917,24743_right
12918,24744_left
12919,24744_right
12920,24745_left
12921,24745_right
12922,24746_left
12923,24746_right
12924,24747_left
12925,24747_right
12926,24749_left
12927,24749_right
12928,24752_left
12929,24752_right
12930,24754_left
12931,24754_right
12932,24756_left
12933,24756_right
12934,24757_left
12935,24757_right
12936,24762_left
12937,24762_right
12938,24765_left
12939,24765_right
12940,24772_left
12941,24772_right
12942,24773_left
12943,24773_right
12944,24774_left
12945,24774_right
12946,24775_left
12947,24775_right
12948,24777_left
12949,24777_right
12950,24779_left
12951,24779_right
12952,24780_left
12953,24780_right
12954,24782_left
12955,24782_right
12956,24783_left
12957,24783_right
12958,24785_left
12959,24785_right
12960,24788_left
12961,24788_right
12962,24793_left
12963,24793_right
12964,24795_left
12965,24795_right
12966,24798_left
12967,24798_right
12968,2479_left
12969,2479_right
12970,24801_left
12971,24801_right
12972,24802_left
12973,24802_right
12974,24804_left
12975,24804_right
12976,24806_left
12977,24806_right
12978,24809_left
12979,24809_right
12980,24811_left
12981,24811_right
12982,24812_left
12983,24812_right
12984,24813_left
12985,24813_right
12986,24814_left
12987,24814_right
12988,24819_left
12989,24819_right
12990,24820_left
12991,24820_right
12992,24823_left
12993,24823_right
12994,24824_left
12995,24824_right
12996,24825_left
12997,24825_right
12998,24828_left
12999,24828_right
13000,24831_left
13001,24831_right
13002,24835_left
13003,24835_right
13004,24836_left
13005,24836_right
13006,2483_left
13007,2483_right
13008,24844_left
13009,24844_right
13010,24846_left
13011,24846_right
13012,24847_left
13013,24847_right
13014,24848_left
13015,24848_right
13016,24853_left
13017,24853_right
13018,24856_left
13019,24856_right
13020,24857_left
13021,24857_right
13022,24860_left
13023,24860_right
13024,24862_left
13025,24862_right
13026,24863_left
13027,24863_right
13028,24864_left
13029,24864_right
13030,24867_left
13031,24867_right
13032,24868_left
13033,24868_right
13034,24871_left
13035,24871_right
13036,24873_left
13037,24873_right
13038,24874_left
13039,24874_right
13040,24875_left
13041,24875_right
13042,24876_left
13043,24876_right
13044,24877_left
13045,24877_right
13046,24878_left
13047,24878_right
13048,24879_left
13049,24879_right
13050,24880_left
13051,24880_right
13052,24881_left
13053,24881_right
13054,24888_left
13055,24888_right
13056,2488_left
13057,2488_right
13058,24890_left
13059,24890_right
13060,24891_left
13061,24891_right
13062,24895_left
13063,24895_right
13064,24897_left
13065,24897_right
13066,24898_left
13067,24898_right
13068,2489_left
13069,2489_right
13070,24903_left
13071,24903_right
13072,24906_left
13073,24906_right
13074,24909_left
13075,24909_right
13076,24910_left
13077,24910_right
13078,24912_left
13079,24912_right
13080,24913_left
13081,24913_right
13082,24914_left
13083,24914_right
13084,24916_left
13085,24916_right
13086,24918_left
13087,24918_right
13088,2491_left
13089,2491_right
13090,24924_left
13091,24924_right
13092,24928_left
13093,24928_right
13094,24931_left
13095,24931_right
13096,24933_left
13097,24933_right
13098,24935_left
13099,24935_right
13100,24936_left
13101,24936_right
13102,24941_left
13103,24941_right
13104,24944_left
13105,24944_right
13106,24946_left
13107,24946_right
13108,24948_left
13109,24948_right
13110,24949_left
13111,24949_right
13112,24953_left
13113,24953_right
13114,24954_left
13115,24954_right
13116,24955_left
13117,24955_right
13118,24957_left
13119,24957_right
13120,2495_left
13121,2495_right
13122,24962_left
13123,24962_right
13124,24968_left
13125,24968_right
13126,2496_left
13127,2496_right
13128,24971_left
13129,24971_right
13130,24974_left
13131,24974_right
13132,24979_left
13133,24979_right
13134,2497_left
13135,2497_right
13136,24980_left
13137,24980_right
13138,24981_left
13139,24981_right
13140,24982_left
13141,24982_right
13142,24983_left
13143,24983_right
13144,24986_left
13145,24986_right
13146,24988_left
13147,24988_right
13148,24989_left
13149,24989_right
13150,24990_left
13151,24990_right
13152,24991_left
13153,24991_right
13154,24993_left
13155,24993_right
13156,24995_left
13157,24995_right
13158,24996_left
13159,24996_right
13160,24999_left
13161,24999_right
13162,249_left
13163,249_right
13164,25002_left
13165,25002_right
13166,25004_left
13167,25004_right
13168,25005_left
13169,25005_right
13170,25006_left
13171,25006_right
13172,25007_left
13173,25007_right
13174,25008_left
13175,25008_right
13176,25009_left
13177,25009_right
13178,2500_left
13179,2500_right
13180,25013_left
13181,25013_right
13182,25018_left
13183,25018_right
13184,25019_left
13185,25019_right
13186,25020_left
13187,25020_right
13188,25022_left
13189,25022_right
13190,25029_left
13191,25029_right
13192,2502_left
13193,2502_right
13194,25034_left
13195,25034_right
13196,25037_left
13197,25037_right
13198,25039_left
13199,25039_right
13200,2503_left
13201,2503_right
13202,25040_left
13203,25040_right
13204,25041_left
13205,25041_right
13206,25043_left
13207,25043_right
13208,25050_left
13209,25050_right
13210,25057_left
13211,25057_right
13212,25058_left
13213,25058_right
13214,2505_left
13215,2505_right
13216,25060_left
13217,25060_right
13218,25062_left
13219,25062_right
13220,25064_left
13221,25064_right
13222,25069_left
13223,25069_right
13224,25070_left
13225,25070_right
13226,25071_left
13227,25071_right
13228,25072_left
13229,25072_right
13230,25073_left
13231,25073_right
13232,25074_left
13233,25074_right
13234,25077_left
13235,25077_right
13236,25079_left
13237,25079_right
13238,25080_left
13239,25080_right
13240,25083_left
13241,25083_right
13242,25084_left
13243,25084_right
13244,25085_left
13245,25085_right
13246,25088_left
13247,25088_right
13248,2508_left
13249,2508_right
13250,25091_left
13251,25091_right
13252,25093_left
13253,25093_right
13254,25094_left
13255,25094_right
13256,25096_left
13257,25096_right
13258,25097_left
13259,25097_right
13260,25099_left
13261,25099_right
13262,25102_left
13263,25102_right
13264,25111_left
13265,25111_right
13266,25112_left
13267,25112_right
13268,25118_left
13269,25118_right
13270,25119_left
13271,25119_right
13272,25120_left
13273,25120_right
13274,25121_left
13275,25121_right
13276,25131_left
13277,25131_right
13278,25132_left
13279,25132_right
13280,25133_left
13281,25133_right
13282,25134_left
13283,25134_right
13284,25135_left
13285,25135_right
13286,25138_left
13287,25138_right
13288,25139_left
13289,25139_right
13290,25141_left
13291,25141_right
13292,25146_left
13293,25146_right
13294,25147_left
13295,25147_right
13296,25148_left
13297,25148_right
13298,25149_left
13299,25149_right
13300,25153_left
13301,25153_right
13302,25154_left
13303,25154_right
13304,25156_left
13305,25156_right
13306,25158_left
13307,25158_right
13308,25159_left
13309,25159_right
13310,2515_left
13311,2515_right
13312,25160_left
13313,25160_right
13314,25161_left
13315,25161_right
13316,25162_left
13317,25162_right
13318,25163_left
13319,25163_right
13320,25165_left
13321,25165_right
13322,25166_left
13323,25166_right
13324,25167_left
13325,25167_right
13326,25169_left
13327,25169_right
13328,2516_left
13329,2516_right
13330,25171_left
13331,25171_right
13332,25172_left
13333,25172_right
13334,25175_left
13335,25175_right
13336,2517_left
13337,2517_right
13338,25181_left
13339,25181_right
13340,25188_left
13341,25188_right
13342,25189_left
13343,25189_right
13344,25197_left
13345,25197_right
13346,25198_left
13347,25198_right
13348,25203_left
13349,25203_right
13350,25205_left
13351,25205_right
13352,25207_left
13353,25207_right
13354,25209_left
13355,25209_right
13356,25210_left
13357,25210_right
13358,25212_left
13359,25212_right
13360,25217_left
13361,25217_right
13362,2521_left
13363,2521_right
13364,25221_left
13365,25221_right
13366,25222_left
13367,25222_right
13368,25229_left
13369,25229_right
13370,25233_left
13371,25233_right
13372,25236_left
13373,25236_right
13374,25238_left
13375,25238_right
13376,25241_left
13377,25241_right
13378,25242_left
13379,25242_right
13380,25249_left
13381,25249_right
13382,25251_left
13383,25251_right
13384,25258_left
13385,25258_right
13386,25259_left
13387,25259_right
13388,2525_left
13389,2525_right
13390,25260_left
13391,25260_right
13392,25261_left
13393,25261_right
13394,25263_left
13395,25263_right
13396,25265_left
13397,25265_right
13398,25269_left
13399,25269_right
13400,25271_left
13401,25271_right
13402,25272_left
13403,25272_right
13404,25273_left
13405,25273_right
13406,25274_left
13407,25274_right
13408,25277_left
13409,25277_right
13410,25280_left
13411,25280_right
13412,25283_left
13413,25283_right
13414,25284_left
13415,25284_right
13416,2528_left
13417,2528_right
13418,25291_left
13419,25291_right
13420,25296_left
13421,25296_right
13422,2529_left
13423,2529_right
13424,252_left
13425,252_right
13426,25300_left
13427,25300_right
13428,25302_left
13429,25302_right
13430,25303_left
13431,25303_right
13432,25308_left
13433,25308_right
13434,2530_left
13435,2530_right
13436,25310_left
13437,25310_right
13438,25311_left
13439,25311_right
13440,25312_left
13441,25312_right
13442,25314_left
13443,25314_right
13444,25315_left
13445,25315_right
13446,25316_left
13447,25316_right
13448,25317_left
13449,25317_right
13450,25318_left
13451,25318_right
13452,2531_left
13453,2531_right
13454,25322_left
13455,25322_right
13456,2532_left
13457,2532_right
13458,25330_left
13459,25330_right
13460,25331_left
13461,25331_right
13462,25335_left
13463,25335_right
13464,25336_left
13465,25336_right
13466,25338_left
13467,25338_right
13468,2533_left
13469,2533_right
13470,25345_left
13471,25345_right
13472,25346_left
13473,25346_right
13474,2534_left
13475,2534_right
13476,25351_left
13477,25351_right
13478,25352_left
13479,25352_right
13480,25354_left
13481,25354_right
13482,25357_left
13483,25357_right
13484,2535_left
13485,2535_right
13486,25360_left
13487,25360_right
13488,25361_left
13489,25361_right
13490,25364_left
13491,25364_right
13492,2536_left
13493,2536_right
13494,25374_left
13495,25374_right
13496,25377_left
13497,25377_right
13498,25378_left
13499,25378_right
13500,25379_left
13501,25379_right
13502,2537_left
13503,2537_right
13504,25382_left
13505,25382_right
13506,25385_left
13507,25385_right
13508,25389_left
13509,25389_right
13510,25390_left
13511,25390_right
13512,25392_left
13513,25392_right
13514,25395_left
13515,25395_right
13516,25396_left
13517,25396_right
13518,25399_left
13519,25399_right
13520,2539_left
13521,2539_right
13522,25401_left
13523,25401_right
13524,25402_left
13525,25402_right
13526,25404_left
13527,25404_right
13528,25407_left
13529,25407_right
13530,25408_left
13531,25408_right
13532,25412_left
13533,25412_right
13534,25413_left
13535,25413_right
13536,25417_left
13537,25417_right
13538,25419_left
13539,25419_right
13540,2541_left
13541,2541_right
13542,25420_left
13543,25420_right
13544,25425_left
13545,25425_right
13546,25426_left
13547,25426_right
13548,25427_left
13549,25427_right
13550,25428_left
13551,25428_right
13552,25429_left
13553,25429_right
13554,25435_left
13555,25435_right
13556,25436_left
13557,25436_right
13558,25438_left
13559,25438_right
13560,25444_left
13561,25444_right
13562,25445_left
13563,25445_right
13564,25448_left
13565,25448_right
13566,25449_left
13567,25449_right
13568,2544_left
13569,2544_right
13570,25450_left
13571,25450_right
13572,25453_left
13573,25453_right
13574,25456_left
13575,25456_right
13576,25457_left
13577,25457_right
13578,25458_left
13579,25458_right
13580,2545_left
13581,2545_right
13582,25462_left
13583,25462_right
13584,25466_left
13585,25466_right
13586,25467_left
13587,25467_right
13588,25470_left
13589,25470_right
13590,25471_left
13591,25471_right
13592,25474_left
13593,25474_right
13594,25475_left
13595,25475_right
13596,25476_left
13597,25476_right
13598,25477_left
13599,25477_right
13600,25478_left
13601,25478_right
13602,25479_left
13603,25479_right
13604,25480_left
13605,25480_right
13606,25482_left
13607,25482_right
13608,2548_left
13609,2548_right
13610,25496_left
13611,25496_right
13612,25497_left
13613,25497_right
13614,2549_left
13615,2549_right
13616,25500_left
13617,25500_right
13618,25503_left
13619,25503_right
13620,25507_left
13621,25507_right
13622,2550_left
13623,2550_right
13624,25511_left
13625,25511_right
13626,25514_left
13627,25514_right
13628,25517_left
13629,25517_right
13630,25518_left
13631,25518_right
13632,2551_left
13633,2551_right
13634,25523_left
13635,25523_right
13636,25527_left
13637,25527_right
13638,25531_left
13639,25531_right
13640,25533_left
13641,25533_right
13642,25534_left
13643,25534_right
13644,25535_left
13645,25535_right
13646,2553_left
13647,2553_right
13648,25543_left
13649,25543_right
13650,25547_left
13651,25547_right
13652,2554_left
13653,2554_right
13654,25551_left
13655,25551_right
13656,25552_left
